title	genres	release_date	vote_average	runtime	original_language
Sunshine Cleaning	" 35, 'Comedy',  18, 'Drama'"	1182008	6.5	102	en
Kung Fu Panda: Secrets of the Furious Five	" 16, 'Animation',  35, 'Comedy',  10751, 'Family'"	1182008	6.5	25	en
Hangman's Knot	" 28, 'Action',  37, 'Western'"	11151952	5.7	81	en
Immortal Sergeant	" 10752, 'War',  18, 'Drama'"	4291943	6.3	91	en
Nigdy w życiu!	" 35, 'Comedy'"	2132004	5.7	100	pl
The Children of Leningradsky	" 99, 'Documentary'"	852005	8.2	34	pl
Submerged	" 28, 'Action'"	562005	4	96	en
Stacy: Attack of the Schoolgirl Zombies	" 27, 'Horror',  35, 'Comedy'"	8182001	4.7	79	en
Insanitarium	" 27, 'Horror',  53, 'Thriller'"	7152008	5	89	en
Illegal	" 80, 'Crime',  18, 'Drama'"	10281955	6.1	88	en
Echelon Conspiracy	" 28, 'Action',  80, 'Crime',  9648, 'Mystery'"	2272009	5.4	105	en
Jasminum	" 35, 'Comedy',  10749, 'Romance'"	6292006	6	103	pl
After Sex	" 35, 'Comedy'"	9262007	5.2	78	en
The Third Part of the Night	" 18, 'Drama',  27, 'Horror',  10752, 'War'"	12171971	7.3	105	pl
13B: Fear Has a New Address	" 18, 'Drama',  9648, 'Mystery',  27, 'Horror',  53, 'Thriller'"	362009	5.7	137	hi
Monsters vs Aliens	" 16, 'Animation',  10751, 'Family',  12, 'Adventure',  878, 'Science Fiction'"	3192009	6	94	en
Boarding Gate	" 18, 'Drama',  53, 'Thriller'"	5182007	5.1	106	en
California Dreamin'	" 18, 'Drama',  10769, 'Foreign'"	612007	6.2	155	ro
Counter Investigation	" 53, 'Thriller'"	372007	7	85	fr
Sita Sings the Blues	" 16, 'Animation',  18, 'Drama',  10402, 'Music',  10749, 'Romance'"	2112008	6.9	82	en
Naked Fear	" 27, 'Horror',  53, 'Thriller'"	412007	5.4	104	en
Chaos	" 28, 'Action',  27, 'Horror',  53, 'Thriller'"	8102005	4.4	74	en
Three on a Match	" 80, 'Crime',  18, 'Drama'"	10291932	6.1	63	en
Kogel-mogel	" 35, 'Comedy'"	8151988	7.5	105	pl
Land of Silence and Darkness	" 99, 'Documentary',  10769, 'Foreign'"	1081971	7.5	85	de
The Baader Meinhof Complex	" 28, 'Action',  80, 'Crime',  18, 'Drama',  36, 'History',  53, 'Thriller'"	9242008	7.1	150	de
Big Stan	" 35, 'Comedy'"	662007	5.9	105	en
Dating The Enemy	" 35, 'Comedy'"	9191996	6.7	97	en
Blue Steel	" 28, 'Action',  37, 'Western'"	5101934	4.5	59	en
We Live in Public	" 99, 'Documentary'"	8282009	7.4	90	en
Strictly Sexual	" 18, 'Drama',  35, 'Comedy',  10749, 'Romance'"	112008	6.3	100	en
Nothing But the Truth	" 18, 'Drama',  53, 'Thriller'"	12192008	6.9	108	en
The Square	" 80, 'Crime',  18, 'Drama',  53, 'Thriller'"	6152008	6.2	105	en
The Gray Man	" 80, 'Crime',  18, 'Drama',  9648, 'Mystery',  53, 'Thriller'"	8302007	5.8	97	en
Anvil! The Story of Anvil	" 99, 'Documentary',  10402, 'Music'"	1142008	7.7	90	en
Border Incident	" 80, 'Crime',  18, 'Drama',  53, 'Thriller'"	10281949	7.2	94	en
Star of Midnight	" 10749, 'Romance',  35, 'Comedy',  9648, 'Mystery'"	4191935	5.3	90	en
Observe and Report	" 35, 'Comedy',  80, 'Crime',  18, 'Drama'"	4102009	5.6	86	en
Private Lives	" 35, 'Comedy'"	12121931	6.1	84	en
Too Many Girls	" 35, 'Comedy',  10402, 'Music'"	1081940	5	85	en
Union Station	" 18, 'Drama',  53, 'Thriller',  80, 'Crime'"	1041950	6	81	en
Adventureland	" 35, 'Comedy'"	432009	6.4	107	en
With Fire and Sword	" 12, 'Adventure',  80, 'Crime',  18, 'Drama',  36, 'History'"	281999	6.7	175	pl
Scenes of a Sexual Nature	" 35, 'Comedy',  18, 'Drama',  10749, 'Romance'"	1132006	5.2	91	en
The Cake Eaters	" 18, 'Drama',  10749, 'Romance'"	4292007	5.5	86	en
Confessions of a Shopaholic	" 35, 'Comedy',  10749, 'Romance'"	252009	6.1	104	en
The Black Balloon	" 18, 'Drama'"	382008	6.7	97	en
The Butterfly Effect 3: Revelations	" 878, 'Science Fiction',  53, 'Thriller',  18, 'Drama',  80, 'Crime'"	192009	5.1	90	en
Revanche	" 80, 'Crime',  18, 'Drama',  10749, 'Romance'"	5162008	7.2	121	de
One Kill	" 18, 'Drama',  10770, 'TV Movie',  80, 'Crime'"	112000	0	96	en
Killer Force	" 28, 'Action',  53, 'Thriller'"	1141976	3.7	102	en
Cheeky	" 35, 'Comedy',  18, 'Drama',  10749, 'Romance'"	1282000	5.5	89	it
The Lucky Ones	" 35, 'Comedy',  18, 'Drama',  36, 'History'"	9262008	6.3	113	en
Ystäväni Henry	 " 'Null 	8202004	0		fi
The Body	" 35, 'Comedy'"	8222003	5.6	95	en
Fitna	" 99, 'Documentary'"	3272008	1	15	en
The Land of Happiness	 " 'Null 	4301993	0	0	fi
Dragonball Evolution	" 28, 'Action',  12, 'Adventure',  14, 'Fantasy',  878, 'Science Fiction',  53, 'Thriller'"	412009	2.9	85	en
Flash Gordon	" 28, 'Action',  878, 'Science Fiction'"	10101936	6.6	245	en
Rest Stop	" 27, 'Horror',  53, 'Thriller'"	1072006	5	80	en
Your life in 65 minutes	 " 'Null 	7142006	6.5	100	es
Kansas Raiders	" 28, 'Action',  12, 'Adventure',  10752, 'War',  37, 'Western'"	8191950	5.9	80	en
The Lonely Man	" 28, 'Action',  37, 'Western'"	6211957	6	88	en
Dating Games People Play	 " 'Null 	2122008	0	95	en
Man on the Flying Trapeze	" 35, 'Comedy'"	831935	4	66	en
Porgy and Bess	" 10402, 'Music',  18, 'Drama',  10749, 'Romance'"	6241959	5.7	138	en
Can-Can	" 18, 'Drama',  10402, 'Music',  10749, 'Romance'"	391960	7.2	131	en
Pekka ja Pätkä lumimiehen jäljillä	" 35, 'Comedy'"	7301954	5.7		fi
Law and Order	" 28, 'Action',  37, 'Western'"	5131953	4.2	80	en
The Gravedancers	" 27, 'Horror',  53, 'Thriller'"	1132005	5.7	95	en
Broken	" 27, 'Horror',  53, 'Thriller'"	112006	4.8	110	en
Kiler	" 35, 'Comedy',  28, 'Action'"	10171997	8.1	104	pl
Fast & Furious	" 28, 'Action',  80, 'Crime',  18, 'Drama',  53, 'Thriller'"	422009	6.5	107	en
City Girl	" 18, 'Drama',  10749, 'Romance'"	2161930	7.4	90	en
Hangover Square	" 80, 'Crime',  18, 'Drama',  27, 'Horror',  53, 'Thriller'"	10291945	5	77	en
Sanshiro Sugata	" 18, 'Drama'"	3251943	6	80	ja
Sanshiro Sugata Part Two	" 36, 'History',  28, 'Action'"	531945	5.5	83	ja
The Exterminating Angels	" 18, 'Drama',  14, 'Fantasy'"	9132006	4.8	100	fr
Superstar: The Karen Carpenter Story	" 18, 'Drama',  10402, 'Music'"	4301988	7.5	43	en
A Force of One	" 28, 'Action',  12, 'Adventure',  80, 'Crime',  18, 'Drama',  53, 'Thriller'"	611979	3.6	90	en
Gardens of the Night	" 80, 'Crime',  18, 'Drama'"	11212008	6.5	110	en
In the Loop	" 35, 'Comedy'"	1222009	7	106	en
Global Metal	" 99, 'Documentary',  10402, 'Music'"	6202008	7.6	93	en
The End Of America	" 99, 'Documentary'"	112008	7.3	73	en
What Doesn't Kill You	" 28, 'Action',  80, 'Crime',  18, 'Drama'"	12122008	6.4	100	en
Linha de Passe	" 18, 'Drama'"	952008	6.3	108	pt
Crime Wave	" 80, 'Crime'"	1121954	6.5	73	en
Escape from Fort Bravo	" 28, 'Action',  37, 'Western'"	1241953	6	99	fr
Ride Lonesome	" 28, 'Action',  37, 'Western'"	2151959	6	73	en
The Boat That Rocked	" 18, 'Drama',  35, 'Comedy'"	412009	7.2	116	en
Apollo 13: To the Edge and Back	" 99, 'Documentary'"	111994	0	82	en
The Small Back Room	" 10752, 'War',  18, 'Drama',  53, 'Thriller'"	2211949	6.6	106	en
The Mindscape of Alan Moore	" 99, 'Documentary'"	8242003	6.3	78	en
17 Again	" 35, 'Comedy'"	3112009	6.1	102	en
"Nana, the True Key of Pleasure"	" 18, 'Drama',  35, 'Comedy'"	6131983	4.7	92	en
Double Trouble	" 28, 'Action',  35, 'Comedy'"	10191984	6.6	99	it
Inglourious Basterds	" 18, 'Drama',  28, 'Action',  53, 'Thriller',  10752, 'War'"	8182009	7.9	153	en
State of Play	" 28, 'Action'"	4172009	6.7	127	en
The Lawless Breed	" 28, 'Action',  37, 'Western'"	131953	6.7	83	en
Lust for Gold	" 28, 'Action',  37, 'Western'"	6101949	4.7	90	en
La estrategia del caracol	" 35, 'Comedy',  18, 'Drama'"	12251993	7.2	116	es
Strike	" 18, 'Drama'"	4281925	7.2	89	ru
The Magic of Méliès	 " 'Null 	111997	7.5	131	en
Lawless Range	" 37, 'Western'"	1141935	5.3	53	en
Bab'Aziz	" 18, 'Drama'"	112005	7.2	98	fa
The Damned United	" 18, 'Drama'"	3272009	7.2	97	en
Hank and Mike	" 35, 'Comedy'"	112008	6.1	86	ab
Crank: High Voltage	" 28, 'Action',  53, 'Thriller',  80, 'Crime'"	4162009	5.9	96	en
The Garage	" 35, 'Comedy'"	1111920	6.8	25	en
The Strong Man	" 35, 'Comedy'"	11191926	6.5	75	en
The Final Inquiry	" 12, 'Adventure',  18, 'Drama',  36, 'History'"	12132006	4	112	it
Kiler-ów 2-óch	" 35, 'Comedy',  28, 'Action'"	181999	8.1	127	en
The Man Behind The Gun	" 37, 'Western'"	1311953	6	82	en
Moon	" 878, 'Science Fiction',  18, 'Drama'"	6122009	7.6	97	en
Komedia malzenska	 " 'Null 	571994	0	0	en
Break Up	" 53, 'Thriller',  10749, 'Romance'"	8201998	3.8	100	en
Fraternity Demon	" 35, 'Comedy'"	111992	3.3	85	en
The Smart Set	" 35, 'Comedy'"	3241928	7	80	en
Aamir	" 53, 'Thriller'"	662008	6.7	99	hi
Mammoth	" 18, 'Drama',  10749, 'Romance'"	1192009	6.1	125	en
The Days Between	" 18, 'Drama'"	812001	6.3	118	de
The Young Victoria	" 18, 'Drama'"	342009	7.1	105	en
Intentions of Murder	" 18, 'Drama'"	6281964	6.6	150	ja
Amazing Journey: The Story of The Who	" 99, 'Documentary',  10402, 'Music'"	9142007	7	237	en
The Informers	" 18, 'Drama'"	1152008	4.4	98	en
Antique	" 35, 'Comedy',  10769, 'Foreign'"	112008	6.2	109	ko
X-Men Origins: Wolverine	" 12, 'Adventure',  28, 'Action',  53, 'Thriller',  878, 'Science Fiction'"	4282009	6.2	107	en
The Girlfriend Experience	" 35, 'Comedy',  18, 'Drama'"	1202009	5.2	77	en
Turtles Are Surprisingly Fast Swimmers	" 35, 'Comedy'"	722005	6.4	90	ja
The Desert Trail	" 28, 'Action',  37, 'Western'"	4211935	3.3	54	en
Moving Midway	" 99, 'Documentary'"	4142007	5.5	95	en
American Swing	" 99, 'Documentary'"	112008	4.3	81	en
Sin Nombre	" 18, 'Drama',  28, 'Action',  53, 'Thriller',  80, 'Crime'"	3202009	7.3	96	es
The Life and Times of Allen Ginsberg	" 99, 'Documentary'"	112008	0	0	en
Star Trek	" 878, 'Science Fiction',  28, 'Action',  12, 'Adventure'"	562009	7.4	127	en
Happy Campers	" 35, 'Comedy'"	1212001	5.4	94	en
Black Magic	" 35, 'Comedy',  80, 'Crime',  18, 'Drama'"	8191944	8.2	67	en
Lymelife	" 35, 'Comedy',  18, 'Drama'"	982008	6.4	95	en
The Great Buck Howard	" 35, 'Comedy',  18, 'Drama'"	1182008	6	87	en
Euphoria	" 18, 'Drama',  10749, 'Romance'"	2112006	6	74	ru
Cherry Blossoms	" 18, 'Drama',  10749, 'Romance'"	352008	7.5	127	de
Riders of Destiny	" 28, 'Action',  37, 'Western'"	10101933	4.3	53	en
Flatfoot in Egypt	" 28, 'Action',  35, 'Comedy',  80, 'Crime',  18, 'Drama'"	311980	6.2	104	it
XIII	" 28, 'Action',  80, 'Crime',  9648, 'Mystery'"	9242008	5.9	173	en
Knights of Bloodsteel	" 12, 'Adventure',  14, 'Fantasy',  878, 'Science Fiction'"	972009	4.6	177	en
Red Cliff Part II	" 10752, 'War',  28, 'Action',  18, 'Drama',  36, 'History',  53, 'Thriller'"	172009	7.1	136	zh
Täynnä tarmoa	 " 'Null 	312009	8	0	fi
Love Sick	" 18, 'Drama'"	3162006	6.9	86	ro
The Girl from Monaco	" 35, 'Comedy',  18, 'Drama'"	8202008	4.9	95	fr
Black Ice	" 53, 'Thriller',  18, 'Drama'"	10192007	5.4	107	fi
Wild Things: Diamonds in the Rough	" 80, 'Crime',  18, 'Drama',  9648, 'Mystery'"	2192005	4.3	87	en
Człowiek z M-3	" 35, 'Comedy'"	2201969	7		pl
I Hate Mondays	" 35, 'Comedy'"	8271971	7.7	98	en
S. Darko	" 53, 'Thriller',  80, 'Crime',  878, 'Science Fiction',  9648, 'Mystery'"	4282009	3.6	103	en
Earth	" 99, 'Documentary'"	4222007	7.5	90	en
Sagebrush Trail	" 18, 'Drama',  10749, 'Romance',  37, 'Western'"	12151933	4.2	54	en
Stanley Kubrick: A Life in Pictures	" 99, 'Documentary'"	522001	7.2	141	en
A Lady Takes a Chance	" 37, 'Western',  35, 'Comedy',  10749, 'Romance'"	8191943	7.5	86	en
Wyjście awaryjne	" 35, 'Comedy'"	12251982	0	0	pl
Shuttle	" 80, 'Crime',  18, 'Drama',  53, 'Thriller',  27, 'Horror'"	382008	5.7	107	en
Crossing Over	" 80, 'Crime',  18, 'Drama'"	2272009	6.2	113	en
Angels & Demons	" 53, 'Thriller',  9648, 'Mystery'"	5132009	6.5	138	en
"Kids in the Hall: Same Guys, New Dresses"	" 99, 'Documentary'"	322001	0	93	en
Django the Bastard	" 28, 'Action',  53, 'Thriller',  37, 'Western'"	1181969	4.4	107	it
The Man from Monterey	" 28, 'Action',  37, 'Western'"	7151933	5.3	57	en
Horrorvision	 " 'Null 	2132001	3.5	85	en
Daylight Robbery	" 80, 'Crime',  18, 'Drama',  28, 'Action',  53, 'Thriller'"	8292008	5.3	90	en
Scorpio	" 28, 'Action',  12, 'Adventure',  18, 'Drama',  53, 'Thriller'"	4101973	6	114	en
Balls Out: The Gary Houseman Story	" 35, 'Comedy'"	1132009	5.4	87	en
Outrage	" 99, 'Documentary'"	112009	7.4	90	en
The Seduction of Joe Tynan	" 18, 'Drama'"	8171979	7	108	en
Man in the Middle	" 10752, 'War'"	1011963	6.6	93	en
More Dead Than Alive	" 37, 'Western',  28, 'Action'"	1151969	5.9	101	en
Powder Blue	" 18, 'Drama'"	582009	6.3	108	en
The Devil Is a Woman	" 35, 'Comedy',  18, 'Drama',  10749, 'Romance'"	531935	6.2	76	en
Fanboys	" 12, 'Adventure',  35, 'Comedy'"	262009	6.1	90	en
Folks!	" 35, 'Comedy'"	511992	6.1	107	en
Breaking the Rules	 " 'Null 	1091992	5.4	100	en
Live!	" 53, 'Thriller'"	112007	5.7	96	en
The Merry Gentleman	" 18, 'Drama',  28, 'Action'"	4162008	6.8	110	en
The Murder of Fred Hampton	" 99, 'Documentary'"	111971	7.5	88	en
Incendiary	" 18, 'Drama',  53, 'Thriller',  10749, 'Romance'"	1202008	5.3	113	en
Love Songs	" 18, 'Drama',  10749, 'Romance'"	5232007	7	100	fr
Management	" 35, 'Comedy',  18, 'Drama',  10749, 'Romance'"	282009	5.5	94	en
Terminator Salvation	" 28, 'Action',  878, 'Science Fiction',  53, 'Thriller'"	5202009	5.9	115	en
Night at the Museum: Battle of the Smithsonian	" 12, 'Adventure',  14, 'Fantasy',  28, 'Action',  35, 'Comedy',  10751, 'Family'"	5202009	5.9	105	en
Ghosts of Cité Soleil	" 99, 'Documentary',  10769, 'Foreign'"	112006	5	85	en
How to Cook Your Life	" 99, 'Documentary',  10769, 'Foreign'"	5102007	5	93	en
Were The World Mine	" 10402, 'Music',  10749, 'Romance'"	6242008	6.1	95	en
Every Little Step	" 99, 'Documentary',  10402, 'Music'"	4172009	5.8	96	en
Lesbian Vampire Killers	" 27, 'Horror',  35, 'Comedy'"	3162009	5.3	86	en
The Brothers Bloom	" 12, 'Adventure',  35, 'Comedy',  18, 'Drama',  10749, 'Romance'"	992008	6.8	114	en
Man in the Saddle	" 37, 'Western'"	1221951	5.6	87	en
Montana	" 37, 'Western',  28, 'Action',  12, 'Adventure',  10749, 'Romance'"	1281950	4.8	76	en
Vincere	" 18, 'Drama',  36, 'History'"	5192009	6.4	128	it
A Cure for Love	" 35, 'Comedy',  12, 'Adventure',  80, 'Crime'"	7201966	0	95	pl
Our Folks	" 35, 'Comedy',  10769, 'Foreign'"	9151967	7.6	81	pl
Paisan	" 36, 'History',  18, 'Drama',  10752, 'War'"	12101946	7.6	125	it
"Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles"	" 18, 'Drama',  10769, 'Foreign'"	5141975	7.3	201	fr
Shall We Kiss?	" 18, 'Drama',  35, 'Comedy',  10749, 'Romance'"	662007	6.6	100	fr
I Do	" 35, 'Comedy',  10749, 'Romance'"	1112006	6.4	90	fr
Hi Diddle Diddle	" 35, 'Comedy',  10749, 'Romance'"	821943	8.3	72	en
Rhinoceros	" 35, 'Comedy'"	1211974	7.5	104	en
The Man With Bogart's Face	" 35, 'Comedy',  53, 'Thriller'"	1031980	6	106	en
The Monster	" 35, 'Comedy',  27, 'Horror',  878, 'Science Fiction'"	3161925	6	86	en
Chop Shop	" 18, 'Drama'"	5212007	7.2	84	en
Caliber 9	" 28, 'Action',  80, 'Crime'"	2151972	7.5	100	it
Suzanne's Career	" 10749, 'Romance'"	211963	5.4	54	fr
Moontide	" 18, 'Drama',  53, 'Thriller',  10749, 'Romance'"	5291942	5.4	94	en
Catacombs	" 27, 'Horror',  53, 'Thriller'"	612007	4.5	92	en
The Soloist	" 18, 'Drama'"	4242009	6.6	109	en
The Last House on the Left	" 80, 'Crime',  53, 'Thriller',  27, 'Horror',  18, 'Drama'"	3132009	6.2	110	en
Anioł w Krakowie	" 35, 'Comedy'"	9202002	9	0	pl
Neon Genesis Evangelion: Death and Rebirth	" 9648, 'Mystery',  16, 'Animation',  878, 'Science Fiction',  28, 'Action'"	3151997	7.4	101	ja
Drag Me to Hell	" 27, 'Horror',  53, 'Thriller'"	3152009	6.2	99	en
Up	" 16, 'Animation',  35, 'Comedy',  10751, 'Family',  12, 'Adventure'"	5132009	7.8	96	en
Late Autumn	" 18, 'Drama'"	11131960	7.7	128	ja
Fullmetal Alchemist the Movie: Conqueror of Shamballa	" 28, 'Action',  12, 'Adventure',  16, 'Animation',  18, 'Drama'"	7212005	7	105	ja
Easy Virtue	" 35, 'Comedy',  10749, 'Romance'"	112008	6.4	93	en
Dance Flick	" 28, 'Action',  35, 'Comedy',  10402, 'Music'"	5222009	4.7	83	en
Summer Hours	" 35, 'Comedy',  18, 'Drama'"	352008	6.8	100	fr
Show People	" 35, 'Comedy',  10749, 'Romance'"	11201928	6.8	83	en
Two English Girls	" 10749, 'Romance',  18, 'Drama'"	11181971	6.7	130	fr
Female	" 18, 'Drama',  10749, 'Romance'"	11111933	6.2	60	en
Firecreek	" 37, 'Western'"	1241968	5.5	104	en
OSS 117: Lost in Rio	" 80, 'Crime',  28, 'Action',  35, 'Comedy',  12, 'Adventure'"	4142009	7	100	fr
The Flame of New Orleans	" 35, 'Comedy',  10749, 'Romance'"	771941	4.8	79	en
Flash Gordon: Trip to Mars	" 12, 'Adventure',  878, 'Science Fiction',  28, 'Action'"	3211938	4.3	229	en
Personal Effects	" 18, 'Drama'"	262009	5.8	110	en
Fired Up!	" 35, 'Comedy'"	2202009	6	90	en
The Winslow Boy	" 18, 'Drama'"	9241948	6.5	117	en
Trojan War	" 35, 'Comedy'"	9261997	5.4	85	en
The War Game	" 878, 'Science Fiction',  18, 'Drama',  10752, 'War',  99, 'Documentary',  10770, 'TV Movie'"	1111965	7.8	48	en
Without a Paddle: Nature's Calling	" 28, 'Action',  12, 'Adventure',  35, 'Comedy'"	1132009	5.1	96	en
Graduation	" 28, 'Action',  12, 'Adventure',  35, 'Comedy',  80, 'Crime',  18, 'Drama'"	4242007	5.7	89	en
Welcome	" 18, 'Drama',  10749, 'Romance'"	3112009	7.1	110	fr
In the Electric Mist	" 53, 'Thriller',  18, 'Drama',  80, 'Crime',  9648, 'Mystery'"	4152009	6	117	en
The Hangover	" 35, 'Comedy'"	652009	7.2	100	en
Killshot	" 80, 'Crime',  18, 'Drama',  53, 'Thriller'"	11132008	5.9	95	en
Antichrist	" 18, 'Drama',  27, 'Horror',  53, 'Thriller'"	5182009	6.4	108	da
Don	" 28, 'Action',  12, 'Adventure',  35, 'Comedy',  80, 'Crime',  10769, 'Foreign',  53, 'Thriller'"	4201978	6	166	hi
Sweeney Todd	" 18, 'Drama',  27, 'Horror',  53, 'Thriller',  10402, 'Music'"	132006	6.3	90	en
Pete Kelly's Blues	" 18, 'Drama',  28, 'Action',  10402, 'Music'"	7311955	6.4	95	en
Jimmy and Judy	" 28, 'Action',  80, 'Crime',  18, 'Drama',  53, 'Thriller'"	112006	5.4	99	en
A Song Is Born	" 28, 'Action',  35, 'Comedy'"	10191948	6.4	113	en
Billu	" 35, 'Comedy',  18, 'Drama'"	2132009	6.5	137	hi
Many Rivers to Cross	" 28, 'Action',  35, 'Comedy',  37, 'Western'"	241955	6	95	en
Ricky Rapper	" 35, 'Comedy',  10751, 'Family',  10402, 'Music',  10769, 'Foreign'"	2142008	6.3	79	fi
Show	" 35, 'Comedy',  53, 'Thriller'"	3192003	6.3		pl
Boy Eats Girl	" 14, 'Fantasy',  35, 'Comedy',  27, 'Horror'"	672005	5.4	80	en
"Ranma ½: The Movie 1, Big Trouble in Nekonron, China"	 " 'Null 	1121991	5.3	74	ja
The Man From Utah	" 28, 'Action',  12, 'Adventure',  18, 'Drama',  37, 'Western'"	5151934	4.1	55	en
The Wing or the Thigh	" 35, 'Comedy'"	10271976	6.8	104	fr
Perched on a Tree	" 35, 'Comedy'"	4121971	5	90	fr
Marius and Jeannette	" 18, 'Drama',  10749, 'Romance',  10769, 'Foreign'"	111997	5.9	0	fr
Ernest Rides Again	" 35, 'Comedy',  10751, 'Family'"	111993	4.5	94	en
U Pana Boga za piecem	" 35, 'Comedy'"	1061998	6.8	100	pl
Blind Husbands	" 10749, 'Romance',  18, 'Drama'"	10211919	6	99	en
Berlin Alexanderplatz	" 18, 'Drama'"	8281980	8.4	931	de
Before The Rains	" 18, 'Drama',  10749, 'Romance'"	972007	5	98	en
Special	" 18, 'Drama',  14, 'Fantasy',  878, 'Science Fiction'"	1302006	6.6	81	en
New in Town	" 35, 'Comedy'"	1302009	5.2	97	en
The Merry Widow	" 35, 'Comedy'"	1112007	4.9	94	en
Salaam Namaste	" 18, 'Drama',  35, 'Comedy',  10749, 'Romance'"	992005	5.7	158	hi
Dead Snow	" 27, 'Horror',  35, 'Comedy'"	192009	6.1	91	no
Land of the Lost	" 12, 'Adventure',  35, 'Comedy',  878, 'Science Fiction'"	652009	5.4	102	en
The Clique	" 35, 'Comedy',  18, 'Drama',  10751, 'Family'"	11112008	5.2	87	en
Fatso	" 35, 'Comedy',  18, 'Drama'"	10242008	5.1	91	no
A Free Soul	" 80, 'Crime',  18, 'Drama',  10749, 'Romance'"	621931	4.7	93	en
Momma's Man	" 18, 'Drama'"	1182008	6.5	94	en
Imagine That	" 35, 'Comedy'"	6192009	5.7	107	en
The Taking of Pelham 1 2 3	" 53, 'Thriller',  18, 'Drama',  80, 'Crime'"	6112009	6.2	106	en
Hana and Alice	" 18, 'Drama',  35, 'Comedy',  10749, 'Romance'"	3132004	6.9	135	ja
Flame & Citron	" 80, 'Crime',  18, 'Drama',  36, 'History',  10752, 'War'"	3252008	6.8	130	da
Fade to Black	" 18, 'Drama',  53, 'Thriller',  9648, 'Mystery'"	392006	5	105	en
In Therapy	" 35, 'Comedy',  18, 'Drama',  10769, 'Foreign',  10749, 'Romance'"	4172009	5.6	90	en
Chain Reaction	" 27, 'Horror',  10769, 'Foreign'"	112006	5.9	101	en
Jekyll + Hyde	" 27, 'Horror',  53, 'Thriller'"	552006	4.8	97	en
Went the Day Well?	" 53, 'Thriller',  10752, 'War'"	1271942	7.1	88	en
Zulu Dawn	" 12, 'Adventure',  18, 'Drama',  36, 'History',  10752, 'War'"	5141979	5.6	117	en
American Violet	" 18, 'Drama'"	112008	7.2	103	en
Suspect X	" 80, 'Crime',  18, 'Drama',  9648, 'Mystery',  53, 'Thriller'"	1042008	7.4	128	ja
Spiritual Kung Fu	" 28, 'Action'"	11231978	6.3	94	cn
Big Man Japan	" 28, 'Action',  16, 'Animation',  35, 'Comedy',  10769, 'Foreign'"	5192007	5.3	113	ja
Wrestling Ernest Hemingway	" 18, 'Drama'"	12171993	5.7	123	en
Cargo	" 18, 'Drama',  53, 'Thriller'"	12262005	4.7	90	en
The Hitman	" 28, 'Action',  80, 'Crime',  53, 'Thriller'"	511991	5.3	95	en
Goodbye Again	" 18, 'Drama',  10749, 'Romance'"	5231961	4.6	120	en
The Stoning of Soraya M.	" 80, 'Crime',  18, 'Drama'"	972008	8	114	en
The Proposal	" 35, 'Comedy',  10749, 'Romance',  18, 'Drama'"	612009	6.7	108	en
The Crawling Hand	" 27, 'Horror',  878, 'Science Fiction'"	941963	2.4	89	en
Dillinger	" 28, 'Action',  80, 'Crime',  18, 'Drama'"	7201973	6.7	107	en
Home from the Hill	" 18, 'Drama',  10749, 'Romance'"	331960	3.8	150	en
Small Town Gay Bar	" 99, 'Documentary'"	3312007	5.7	76	en
Year One	" 35, 'Comedy',  12, 'Adventure'"	6182009	4.6	97	en
O'Horten	" 18, 'Drama',  35, 'Comedy'"	12262007	6.1	90	no
Pekka ja Pätkä neekereinä	 " 'Null 	3111960	0	0	fi
5 Against the House	" 18, 'Drama',  28, 'Action',  53, 'Thriller'"	6101955	5.3	84	en
Three on a Couch	" 35, 'Comedy',  10749, 'Romance'"	311966	5	109	en
Promise Me This	" 10749, 'Romance',  18, 'Drama',  35, 'Comedy'"	5262007	6.4	127	sr
Mindwarp	" 27, 'Horror',  878, 'Science Fiction',  53, 'Thriller'"	5251992	5.5	91	en
The Land That Time Forgot	" 12, 'Adventure',  14, 'Fantasy',  878, 'Science Fiction'"	8131975	5.7	90	en
Tyson	" 99, 'Documentary',  18, 'Drama'"	5162008	6.6	90	en
Primary	" 99, 'Documentary'"	111960	7	60	en
Angels of the Universe	" 18, 'Drama'"	112000	6.9	100	is
The Alibi	" 10749, 'Romance',  35, 'Comedy',  18, 'Drama'"	1122006	5.7	90	en
